frame,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w
3492,0.004849785,2.48,5.229979,0,-0.01057459,0,0.9999442
3493,0.004157008,2.48,5.262731,0,-0.01057459,0,0.9999442
3494,0.003556013,2.48,5.291142,0,-0.01057459,0,0.9999442
3495,0.002976932,2.48,5.318519,0,-0.01057459,0,0.9999442
3496,0.002345198,2.48,5.348384,0,-0.01057459,0,0.9999442
3497,0.001595418,2.48,5.38383,0,-0.01057459,0,0.9999442
3498,0.0009308597,2.48,5.415247,0,-0.01057459,0,0.9999442
3499,0.0002609254,2.48,5.446918,0,-0.01057459,0,0.9999442
3500,-0.0004776382,2.48,5.481834,0,-0.01057459,0,0.9999442
3501,-0.001180032,2.48,5.51504,0,-0.01057459,0,0.9999442
3502,-0.001822212,2.48,5.5454,0,-0.01057459,0,0.9999442
3503,-0.002574735,2.48,5.580975,0,-0.01057459,0,0.9999442
3504,-0.003307545,2.48,5.615619,0,-0.01057459,0,0.9999442
3505,-0.004067795,2.48,5.65156,0,-0.01057459,0,0.9999442
3506,-0.004816413,2.48,5.686951,0,-0.01057459,0,0.9999442
3507,-0.005526039,2.48,5.720499,0,-0.01057459,0,0.9999442
3508,-0.006225919,2.48,5.753586,0,-0.01057459,0,0.9999442
3509,-0.006958464,2.48,5.788217,0,-0.01057459,0,0.9999442
3510,-0.007932675,2.48,5.834273,0,-0.01057459,0,0.9999442
3511,-0.008686775,2.48,5.869923,0,-0.01057459,0,0.9999442
3512,-0.009483976,2.48,5.907611,0,-0.01057459,0,0.9999442
3513,-0.01044625,2.48,5.952104,0,-0.0108119,0,0.9999415
3514,-0.01124408,2.48,5.988994,0,-0.0108119,0,0.9999416
3515,-0.01203221,2.48,6.025434,0,-0.0108119,0,0.9999416
3516,-0.01411408,2.48,6.117712,0,-0.01127825,0,0.9999364
3517,-0.01505047,2.48,6.159218,0,-0.01127825,0,0.9999364
3518,-0.01631105,2.48,6.215093,0,-0.01127825,0,0.9999364
3519,-0.01723037,2.48,6.255841,0,-0.01127825,0,0.9999364
3520,-0.01820364,2.48,6.298981,0,-0.01127825,0,0.9999364
3521,-0.01917328,2.48,6.34196,0,-0.01127825,0,0.9999364
3522,-0.02023455,2.48,6.388116,0,-0.01149414,0,0.999934
3523,-0.02120328,2.48,6.430248,0,-0.01149414,0,0.999934
3524,-0.02222778,2.48,6.474805,0,-0.01149414,0,0.999934
3525,-0.02332248,2.48,6.522416,0,-0.01149414,0,0.999934
3526,-0.02438152,2.48,6.568476,0,-0.01149414,0,0.999934
3527,-0.02543992,2.48,6.614507,0,-0.01149414,0,0.999934
3528,-0.02660789,2.48,6.665305,0,-0.01149414,0,0.999934
3529,-0.02778102,2.48,6.716326,0,-0.01149414,0,0.999934
3530,-0.0289369,2.48,6.766597,0,-0.01149414,0,0.999934
3531,-0.03010945,2.48,6.817594,0,-0.01149414,0,0.999934
3532,-0.03129882,2.48,6.868384,0,-0.01170618,0,0.9999315
3533,-0.0324135,2.48,6.915985,0,-0.01170618,0,0.9999315
3534,-0.03348956,2.48,6.961937,0,-0.01170618,0,0.9999315
3535,-0.03458231,2.48,7.008601,0,-0.01170618,0,0.9999315
3536,-0.03575482,2.48,7.058672,0,-0.01170618,0,0.9999315
3537,-0.03704468,2.48,7.113754,0,-0.01170618,0,0.9999315
3538,-0.03828157,2.48,7.166574,0,-0.01170618,0,0.9999315
3539,-0.03940298,2.48,7.214462,0,-0.01170618,0,0.9999315
3540,-0.04052055,2.48,7.262186,0,-0.01170618,0,0.9999315
3541,-0.04170898,2.48,7.312936,0,-0.01170618,0,0.9999315
3542,-0.04310156,2.48,7.372405,0,-0.01170618,0,0.9999315
3543,-0.04438965,2.48,7.427411,0,-0.01170618,0,0.9999315
3544,-0.04568744,2.48,7.482831,0,-0.01170618,0,0.9999315
3545,-0.04706866,2.48,7.541815,0,-0.01170618,0,0.9999315
3546,-0.04836478,2.48,7.597164,0,-0.01170618,0,0.9999315
3547,-0.04962214,2.48,7.650857,0,-0.01170618,0,0.9999315
3548,-0.05091942,2.48,7.706256,0,-0.01170618,0,0.9999315
3549,-0.05222312,2.48,7.761929,0,-0.01170618,0,0.9999315
3550,-0.05354702,2.48,7.818465,0,-0.01170618,0,0.9999315
3551,-0.05491855,2.48,7.877034,0,-0.01170618,0,0.9999315
3552,-0.05635497,2.48,7.938375,0,-0.01170618,0,0.9999315
3553,-0.05775926,2.48,7.998343,0,-0.01170618,0,0.9999315
